FHIR_ID,Arabic_term,Long_definition,NAMC_CODE,NAMC_ID,NAMC_TERM,NAMC_term,NAMC_term_DEVANAGARI,NAMC_term_diacritical,NUMC_CODE,NUMC_ID,NUMC_TERM,Ontology_branches,Reference,Short_definition,Tamil_term,Category
AYU_128,,,AAC,130.0,,sAmAnyajavAtavikAraH,सामान्यजवातविकारः,sāmānyajavātavikāraḥ,,,,,,,,Ayurveda
AYU_129,,,AAC-1(SK30),131.0,,antarAyAmaH,अन्तरायामः,(a) antarāyāmaḥ,,,,,,,,Ayurveda
AYU_130,,,AAC-2(SK30),132.0,,apatantrakaH,अपतन्त्रकः,(a) apatantrakaḥ,,,,,,,,Ayurveda
AYU_131,,"the disorder is characterized by garbhapātasamutpannaḥ [caused by miscarriage], śōṇitātisravōtthitaḥ [caused by excessive bleeding/heamorrhage], abhighātasamutthaḥ [caused by trauma]",AAC-2.1,133.0,,asAdhya-apatantrakaH,असाध्य-अपतन्त्रकः,asādhya-apatantrakaḥ,,,,,,,,Ayurveda
AYU_132,,,AAC-3(SK30),134.0,,apatAnakaH,अपतानकः,(a) apatānakaḥ,,,,,,,,Ayurveda
AYU_133,,"It is characterised by deviation of one side of the face, difficulty in speech, loss of wrinkling, non closure of eyes and lips and dribbling of saliva from the angles of mouth This may be explained by: (a) increased vatadosha affecting one half of the face.",SK20(AAC-4),135.0,,arditaH,अर्दितः,(a) arditaḥ,,,,,,,,Ayurveda
AYU_134,,"the disorder is characterized by rōmaharṣaḥ [horripilation], vēpathuḥ [shivering/tremors], āvilanētraḥ [turbid/muddy eyes], tvaci svāpaḥ [numbness in skin], tōdaḥ [pricking pain], manyāgrahaḥ [neck stiffness], hanugrahaḥ [lock jaw/catching sensation over jaw], ūrdhvavāyuḥ [upward movement of vāyu]",AAC-4.1,136.0,,ardita-pUrvarupam,अर्दित-पूर्वरुपम्,ardita-pūrvarupam,,,,,,,,Ayurveda
AYU_135,,"the disorder is characterized by avyaktabhāṣaṇam [incoherent speech], prasaktabhāṣaṇam [stammering speech/unable to speak, aphasia], kṣīṇaḥ [debilitatated person], kampaḥ/vēpanam [tremors], animiṣākṣasya [unable to close eye]",AAC-4.2,137.0,,asAdhya-arditaH,असाध्य-अर्दितः,asādhya-arditaḥ,,,,,,,,Ayurveda
AYU_136,,,AAC-5(SP0Y),138.0,,asthipraBedaH,अस्थिप्रभेदः,(a) asthiprabhedaḥ,,,,,,,,Ayurveda
AYU_137,,"It is characterised by atrophy, weakness of bones; may lead to fractures. This may be explained by: (a) Weak digestive and metabolic factors, bone metabolism, malnutrition leading to severe aggravation of vata and decrease of kapha.",SP00(AAC-6),139.0,,asthiSoShaH,अस्थिशोषः,(a) asthiśoṣaḥ,,,,,,,,Ayurveda
AYU_138,,"It is characterised by increased frequency of urination, obstruction in passing urine, hesitancy, weak urinary stream. This may be explained by: (a) Vitiated vatadosha affecting urinary system.",SN08(AAC-7),140.0,,vAtAShThIlA,वाताष्ठीला,(a) vātāṣṭhīlā,,,,,,,,Ayurveda
AYU_139,,"""It is characterised by pain, stiffness and restricted movements of the shoulder joint. This may be explained by: (a) Increased vatadosha affecting the nerves and vessels of shoulder region.",SP15(AAC-8),141.0,,avabAhukaH,अवबाहुकः,(a) avabāhukaḥ,,,,,,,,Ayurveda
AYU_140,,"It is characterised by flaccidity,log like immobility of the thighs. This may be explained by: (a) Obstruction of vata by the ama (state of incomplete digestion, transformation or metabolism).",SK55(AAC-9),142.0,,UrustamBaH/ADhyavAtaH,ऊरुस्तम्भः/आढ्यवातः,(a) ūrustambhaḥ,,,,,,,,Ayurveda
AYU_141,,"the disorder is characterized by dhyānaḥ [insensibility/meditatitve appearance], nidrā [sleep], atistaimityam/stimitatā [excessive rigidity], arōcakaḥ [tastelessness], jvaraḥ [fever], lōmaharṣaḥ [horripilation], chardiḥ [vomiting], jaṅghāsadanam [asthenia/fatigue of calf muscles], ūrusadanam [fatigue /weakness in thighs]",AAC-9.1,143.0,,UrustamBa-pUrvarUpam,ऊरुस्तम्भ-पूर्वरूपम्,ūrustambha-pūrvarūpam,,,,,,,,Ayurveda
AYU_142,,,AAC-9.2(SK55),144.0,,asAdhya-UrustamBaH,असाध्य-ऊरुस्तम्भः,(a) asādhya-ūrustambhaḥ,,,,,,,,Ayurveda
AYU_143,,,AAC-10(SP2Y ),145.0,,aMsaSoShaH,अंसशोषः,(a) aṃsaśoṣaḥ,,,,,,,,Ayurveda
AYU_144,,"It is characterised by sudden, involuntary contractions of muscles, associated with dribbling of saliva, froth in the mouth and deviation of mouth, staring of eyes or rolling of eyeball. This may be explained by: (a) vitiated vatadosha affecting motor faculties.",SK30(AAC-11),146.0,,AkShepakaH,आक्षेपकः,(a) ākṣepakaḥ,,,,,,,,Ayurveda
AYU_145,,"It is characterised by distension of abdomen, flatulance, gurlging sounds, heaviness may be associated with pain, dyspepsia, constipation and dysuria. This may be explained by: (a) Aggravation of Descending vata affecting the excretory functions.",SM31(AAC-12),147.0,,AdhmAnam,आध्मानम्,(a) ādhmānam,,,,Note: Also Classifed under #san@annavahasrotovikAraH#[EB],,,,Ayurveda
AYU_146,,,AAC-12.1(SM31),148.0,,pratyAdhmAnaH/pratyAnAhaH,प्रत्याध्मानः/प्रत्यानाहः,"(a) pratyādhmānaḥ,                    (a) pratyānāhaḥ",,,,Note: Also Classifed under #san@annavahasrotovikAraH#[EB],,,,Ayurveda
AYU_147,,,AAC-13(SK30),149.0,,bahirAyAmaH/bAhyAyAmaH/dhanuHstamBaH,बहिरायामः/बाह्यायामः/धनुःस्तम्भः,(a) bahirāyāmaḥ (a) bāhyāyāmaḥ (a) dhanuḥstambhaḥ,,,,,,,,Ayurveda
AYU_148,,,AAC-13.1(SK30),150.0,,asAdhyadhanuShkaMpa,असाध्यधनुष्कंप,(a) asādhyadhanuṣkaṃpa,,,,,,,,Ayurveda
AYU_149,,"It is characterised by severe abdominal colicky pain, projectile vomiting with gastrointestinal contents. This may be explained by: (a) Reversal of Kindling vata, Descending vata functions.",SM75(AAC-14),151.0,,UrdhvavAtaH,ऊर्ध्ववातः,(a) ūrdhvavātaḥ,,,,,,,,Ayurveda
AYU_150,,,AAC-15(SK22),152.0,,ekA~ggavAtaH,एकाङ्गवातः,(a) ekāṅgavātaḥ,,,,,,,,Ayurveda
AYU_151,,,AAC-16(SK5Y),153.0,,kalAyakha~jjaH,कलायखञ्जः,(a) kalāyakhañjaḥ,,,,,,,,Ayurveda
AYU_152,,,AAC-17(SP10),154.0,,kroShTukaSIrShaH,क्रोष्टुकशीर्षः,(a) kroṣṭukaśīrṣaḥ,,,,,,,,Ayurveda
AYU_153,,,AAC-18(SK2Y),155.0,,kha~jjaH/kha~jjatvam,खञ्जः/खञ्जत्वम्,(a) khañjaḥ (a) khañjatvam,,,,,,,,Ayurveda
AYU_154,,"It is characterised by severe spamodic, cramp like pain in upper or lower limb muscles. It may be shifting in nature. This may be explained by: (a) Severe vitiation of vatadosha.",SP20(AAC-19),156.0,,khallI,खल्ली,(a) khallī,,,,,,,,Ayurveda
AYU_155,,"It is characterised by moderate to severe pain, starting from acetabulum of hip bone, mainly travelling laterally to ankle joint and rarely radiating from the medial side of thigh. This may be explained by: (a) Vitiation of vata affecting nerves, tendons, muscles of leg; may be associated with vitiated kapha (resulting in mild pain).",SP41(AAC-20),157.0,,gRudhrasI,गृध्रसी,(a) gṛdhrasī,,,,,,,,Ayurveda
AYU_156,,"the disorder is characterized by kramāt sphik-kaṭi-pr̥ṣṭha-ūru-jānu-jaṅghā-padēṣu stambhaḥ [gradual stiffness in gluteal region- low back- upper back- thigh- knee- calf muscles- feet], spandatē muhuḥ [constant/frequent throbbing/twiching sensation], sakthi-nigr̥hṇana [supression/holding down of thighs], jānusaṁdhi-sphuraṇam [twitching sensation in knee], jānusaṁdhi-stabdhatā [stiffness in knee joint], kaṭisaṁdhi-sphuraṇam [twitching sensation in waist], kaṭisaṁdhi-stabdhatā [stiffness of lowback], ūrusaṁdhi-sphuraṇam [twitching sensation in thigh], ūrusaṁdhi-stabdhatā [stiffness in thigh], tōdaḥ [pricking pain], dēha-pravakratā [bending/flexion of the body]",AAC-20.1,158.0,,vAtikagRudhrasI,वातिकगृध्रसी,vātikagr̥dhrasī,,,,,,,,Ayurveda
AYU_157,,"the disorder is characterized by kramāt sphik-kaṭi-pr̥ṣṭha-ūru-jānu-jaṅghā-padēṣu stambhaḥ [gradual stiffness in gluteal region- low back- upper back- thigh- knee- calf muscles- feet], spandatē muhuḥ [constant/frequent throbbing/twiching sensation], sakthi-nigr̥hṇana [supression/holding down of thighs], tandrā [drowsiness/lassitude], gauravam [heaviness], arōcakaḥ/bhaktadvēṣaḥ [tastelessness/aversion to food], vahnimārdavam [diminution of agni /hypofunction of digestive mechanism], mukhaprasēkaḥ [salivation]",AAC-20.2,159.0,,vAtakaPaja-gRudhrasI,वातकफज-गृध्रसी,vātakaphaja-gr̥dhrasī,,,,,,,,Ayurveda
AYU_158,,,AAC-21(SK22),160.0,,jihvAstamBaH,जिह्वास्तम्भः,(a) jihvāstambhaḥ,,,,,,,,Ayurveda
AYU_159,,"It is characterised by spasmodic pain in loin radiating to pubic region and thigh. It may be associated with haematuria, chills and fever. This may be explained by: (a) Obstruction of urinary passage (due to renal calculi) aggravates vata leading to spasmodic pain.",SM83(AAC-22),161.0,,tUnI,तूनी,(a) tūnī,,,,,,,,Ayurveda
AYU_160,,,AAC-239(SK30),162.0,,daNDApatAnakaH,दण्डापतानकः,(a) daṇḍāpatānakaḥ,,,,,,,,Ayurveda
AYU_161,,"It is characterised by loss of mobility or flaccidity of one side of the body. May be associated with difficulty in swallowing, speech, deranged cognitive functions, tactile sensation. This may be explained by: (a) obstruction to body channels or severe lack of nutrition leading to aggravation of vatadosha affecting motor, sensory and cognitive functions.",SK22(AAC-24),163.0,,pakShAghAta/pakShavadhaH,पक्षाघात/पक्षवधः,(a) pakṣāghāta (a) pakṣavadhaḥ,,,,,,,,Ayurveda
AYU_162,,"the disorder is characterized by śaitya [cold on touch on affected side of body], śōtha [oedema], gurutva [heaviness]",AAC-24.1,164.0,,kaPAnvitapakShAghAtaH,कफान्वितपक्षाघातः,kaphānvitapakṣāghātaḥ,,,,,,,,Ayurveda
AYU_163,,"the disorder is characterized by dāhaḥ [burning sensation], santāpaḥ [burning sensation], mūrcchā [syncope/attacks of swooning]",AAC-24.2,165.0,,pittAnvitapakShAghAtaH,पित्तान्वितपक्षाघातः,pittānvitapakṣāghātaḥ,,,,,,,,Ayurveda
AYU_164,,,AAC-24.3,166.0,,bAla-pakShAghAtaH,बाल-पक्षाघातः,bāla-pakṣāghātaḥ,,,,,,,,Ayurveda
AYU_165,,,AAC-25(SP9Y),167.0,,pAdadAhaH,पाददाहः,(a) pādadāhaḥ,,,,,,,,Ayurveda
AYU_166,,,AAC-26(SP9Y),168.0,,pAdaharShaH,पादहर्षः,(a) pādaharṣaḥ,,,,,,,,Ayurveda
AYU_167,,,AAC-27(SM83),169.0,,pratitUnI,प्रतितूनी,(a) pratitūnī,,,,,,,,Ayurveda
AYU_168,,"the disorder is characterized by rujaḥ/atyugrarujā [pain/excessive pain], aṣṭhīlāvat ghanaṁ granthi [stony hard round shaped gland], vāta-rōdhanam/vātanirōdhaḥ [obstruction to flatus], viḍ-rōdhanam [obstruction to feces], mūtra-rōdhanam [obstruction in passage of urine], āṭōpaḥ [gurgling sound of the intestines/barborygmus], udarādhmānam [distention of abdomen]",AAC-28,170.0,,pratyaShThIlA,प्रत्यष्ठीला,pratyaṣṭhīlā,,,,,,,,Ayurveda
AYU_169,,,AAC-29,171.0,,vraNAyAmaH,व्रणायामः,vraṇāyāmaḥ,,,,,,,,Ayurveda
AYU_170,,"It is characterised by flaccidity, loss of function in both lower limbs. This may be explained by: (a) obstruction to body channels or severe lack of nutrition leading to aggravation of vatadosha affecting motor functions.",SK21(AAC-30),172.0,,pa~gguH,पङ्गुः,(a) paṅguḥ,,,,,,,,Ayurveda
AYU_171,,"It is characterised by hypernasal voice leading to nasal twang. This may be explained by: (a) Obstruction to oral, nasal passages, vitiation of vata.",SL21(AAC-31),173.0,,minminaH,मिन्मिनः,(a) minminaḥ,,,,,,,,Ayurveda
AYU_172,,the disorder is characterized by manyāstambhaḥ [torticollis/stiffness of neck],AAC-32,174.0,,manyAstamBaH,मन्यास्तम्भः,manyāstambhaḥ,,,,,,,,Ayurveda
AYU_173,,It is characterised by inability to speak. This may be explained by: (a) Vatadosha and kaphadosha affecting speech faculties.,SL07(AAC-33),175.0,,mUkatvam,मूकत्वम्,(a) mūkatvam,,,,,,,,Ayurveda
AYU_174,,It is characterised by pain in heel especially during walking. This may be explained by: (a) Increased vatadosha affecting the heel.,SP40(AAC-34),176.0,,vAtakaNTakam,वातकण्टकम्,(a) vātakaṇṭakam,,,,,,,,Ayurveda
AYU_175,,"It is characterised by pain in the neck, throat radiating up to the upper limbs, restricted movements. May be associated with, insomnia, temporary loss of hearing, memory. This may be explained by: (a) vitiation of vatadosha, pittadosha affecting neck, upper arms.",SK51(AAC-35),177.0,,viSvAcI,विश्वाची,(a) viśvācī,,,,,,,,Ayurveda
AYU_176,,"It is characterised by tremors, rigidity, and may be associated with dryness of the skin and insomnia. This may be explained by: (a) aggravation of vata affecting the motor system.",SK52(AAC-36),178.0,,kampaH/vepathuH,कम्पः/वेपथुः,(a) kampaḥ,,,,Note: Also Classifed under #san@SoNitajanyarogaH#[ED-2],,,,Ayurveda
AYU_177,,,AAC-37,179.0,,SirograhaH,शिरोग्रहः,śirōgrahaḥ,,,,,,,,Ayurveda
AYU_178,,,AAC-38(SK22),180.0,,sarvA~ggavAtaH/sarvA~ggarogaH,सर्वाङ्गवातः/सर्वाङ्गरोगः,(a) sarvāṅgavātaḥ/(a) sarvāṅgarogaḥ,,,,,,,,Ayurveda
AYU_179,,,AAC-39(SL7Y),181.0,,sirAgrahaH,सिराग्रहः,(a) sirāgrahaḥ,,,,,,,,Ayurveda
AYU_180,,,AAC-40(SK5Y),182.0,,hanugrahaH/hanusraMsa,हनुग्रहः/हनुस्रंस,(a) hanugrahaḥ (a) hanusraṃsa,,,,,,,,Ayurveda
AYU_181,,"It is characterised by hampering of the normal functioning of the dosha leading to local or systemic symptoms. This may be explained the occlusion of the free flowing and all-pervading Vata dosha or subtype of it by one another or by Pitta, Kapha, tissues, food and excreta.",SR20(AAD),183.0,,AvRuta-vAtaH/AvaraNavAta,आवृत-वातः/आवरणवात,(a) āvaraṇa,,,,,,,,Ayurveda
AYU_182,,,AAD-1,184.0,,anyonyAvaraNaH/paraspara-AvaraNaH,अन्योन्यावरणः/परस्पर-आवरणः,anyōnyāvaraṇaḥ/paraspara-āvaraṇaḥ,,,,,,,,Ayurveda
AYU_183,,"the disorder is characterized by sarvēndriyāṇāṁ śūnyatva [loss of ability of sense organs], smr̥tikṣayaḥ [loss of memory], balakṣayaḥ [loss of physical strength or weakness]",AAD-1.1,185.0,,prANAvRutavyAnavAtaH,प्राणावृतव्यानवातः,prāṇāvr̥tavyānavātaḥ,,,,,,,,Ayurveda
AYU_184,,"the disorder is characterized by svēdōऽtyartham [excessive sweating], lōmaharṣaḥ [horripilation], tvagdōṣaḥ [skin diseases], suptagātratā [numbness in the body parts]",AAD-1.2,186.0,,vyAnAvRutaprANavAtaH,व्यानावृतप्राणवातः,vyānāvr̥taprāṇavātaḥ,,,,,,,,Ayurveda
AYU_185,,"the disorder is characterized by jaḍatvam [dullness/frigidity/inactiveness], gadgadatvam [stuttering/stammmering], mūkatvam [dumbness/aphasia]",AAD-1.3,187.0,,prANAvRutasamAnavAtaH,प्राणावृतसमानवातः,prāṇāvr̥tasamānavātaḥ,,,,,,,,Ayurveda
AYU_186,,"the disorder is characterized by grahaṇī [derangement of agni situated in grahaṇī], pārśvagadaḥ [pain/disease in flanks], hr̥dgadaḥ [diseases of heart], āmāśayaśūlam [colicky pain in epigastric region]",AAD-1.4,188.0,,samAnAvRuta-apAnavAtaH,समानावृत-अपानवातः,samānāvr̥ta-apānavātaḥ,,,,,,,,Ayurveda
AYU_187,,"the disorder is characterized by śirōgrahaḥ [stiffness of head], pratiśyāyaḥ [cold, catarrh], niḥśvāsōcchvāsasaṁgrahaḥ/niḥśvāsōcchvāsasaṁrōdhaḥ [obstruction/restriction to respiration], hr̥drōgaḥ [diseases of heart], mukhaśōṣaḥ [dryness in mouth]",AAD-1.5,189.0,,prANAvRuta-udAnavAtaH,प्राणावृत-उदानवातः,prāṇāvr̥ta-udānavātaḥ,,,,,,,,Ayurveda
AYU_188,,"the disorder is characterized by karmanāśaḥ [loss of activities], ōjōnāśaḥ [loss of vitality/bodily strength, energy, power], balanāśaḥ [loss of strength], varṇanāśaḥ [loss of lustre/complexion], mr̥tyuḥ [death]",AAD-1.6,190.0,,udAnAvRutaprANavAtaH,उदानावृतप्राणवातः,udānāvr̥taprāṇavātaḥ,,,,,,,,Ayurveda
AYU_189,,"the disorder is characterized by chardiḥ [vomiting], śvāsaḥ [breathlessness/difficult breathing]",AAD-1.7,191.0,,udAnAvRuta-apAnavAtaH,उदानावृत-अपानवातः,udānāvr̥ta-apānavātaḥ,,,,,,,,Ayurveda
AYU_190,,"the disorder is characterized by mōhaḥ [semiconsciousness or stupefaction], alpāgniḥ [insufficient digestive power/capacity], atīsāraḥ [diarrhoea]",AAD-1.8,192.0,,apAnAvRuta-udAnavAtaH,अपानावृत-उदानवातः,apānāvr̥ta-udānavātaḥ,,,,,,,,Ayurveda
AYU_191,,"the disorder is characterized by vamiḥ [vomiting], ādhmānam [abdominal distension], udāvartaḥ [upword movement of vayu due to retention of stool and urine], gulmaḥ [palpable glandular enlargment in abdomen/abdominal lump], artiḥ [pain], parikartikā [sharp cutting pain in anus]",AAD-1.9,193.0,,vyAnAvRuta-apAnavAtaH,व्यानावृत-अपानवातः,vyānāvr̥ta-apānavātaḥ,,,,,,,,Ayurveda
AYU_192,,"the disorder is characterized by viṭ-atipravr̥ttiḥ [excessive defecation], mūtra-atipravr̥ttiḥ [excessive micturition], rētas-atipravr̥ttiḥ [excessive semen/ejaculation]",AAD-1.10,194.0,,apAnAvRuta-vyAnavAtaH,अपानावृत-व्यानवातः,apānāvr̥ta-vyānavātaḥ,,,,,,,,Ayurveda
AYU_193,,"the disorder is characterized by mūrcchā [syncope/attacks of swooning], tandrā [drowsiness/lassitude], pralāpaḥ [excess talking/irrelevant speech/incoherent speech], aṅgasādaḥ [exhaustion or tirednes to body /inability to perform physical activities], agnikṣayaḥ [diminution of agni (digestive power)], ōjaḥkṣayaḥ [diminution of vitality/body energy/power], balakṣayaḥ [loss of physical strength or weakness]",AAD-1.11,195.0,,samAnAvRuta-vyAnavAtaH,समानावृत-व्यानवातः,samānāvr̥ta-vyānavātaḥ,,,,,,,,Ayurveda
AYU_194,,"the disorder is characterized by stabdhatā [stiffness], alpāgnitā [insufficient digestive power/capacity], asvēdaḥ [anhidrosis/lack of sweating], cēṣṭāhāniḥ [loss of activities/motor function], nimīlanam [having the eyes closed]",AAD-1.12,196.0,,udAnAvRutavyAnavAtaH,उदानावृतव्यानवातः,udānāvr̥tavyānavātaḥ,,,,,,,,Ayurveda
AYU_195,,,AAD-1.13,197.0,,apAnAvRutasamAnavAtaH,अपानावृतसमानवातः,apānāvr̥tasamānavātaḥ,,,,,,,,Ayurveda
AYU_196,,,AAD-1.14,198.0,,apAnAvRuta-prANavAtaH,अपानावृत-प्राणवातः,apānāvr̥ta-prāṇavātaḥ,,,,,,,,Ayurveda
